"DiffKneeFlex_maxExtension","pred"
11.1852608028994,12.8819934614671
-3.199307153297,-1.28327687710395
-5.1136823207762,-0.451986324793447
-2.6229509503484,0.749788913359842
-17.0601992585023,-28.8421802341145
-14.8345678182429,-23.1172219263159
6.84098279924797,3.6357030679506
4.5533075060711,5.5266415111153
-13.5226754237587,-3.59562284580146
11.9429697870989,17.2691814414689
-25.8533092736307,-28.9106830962487
-6.74998788685018,-23.7163583097876
-13.3706666666667,-3.1408309673458
-1.816,2.320685515952
-22.6562206319307,-25.2037878845828
-31.9056438090006,-26.7040495799148
1.8087658132051,-0.626821518085229
11.4702924092611,11.6788755828502
-12.8117069761149,-13.364868564067
-13.4896818796793,-14.0594736444032
-26.4504521724573,-21.9282798953533
5.2848333333333,3.09895266638812
-2.7391666666667,2.98188219080925
-12.9502467069469,-9.94479993496135
3.7677854132163,-3.20858881816678
-0.41883842322589,-2.99957940792523
-4.29853276981114,4.00597690454158
-2.09356018123082,14.1592446692597
11.5340358369029,12.0174833173614
19.872808207805,6.703248628237
12.4735722488947,4.52763649114823
4.8697621794961,1.84932549904961
-0.21001743093246,6.34465831438506
1.145,0.355591593817156
6.12233333333333,4.08848391087436
-0.8879491445832,-5.50780036255005
-4.22344334495672,-1.71985330085355
7.3723708571015,1.36143527479619
25.2597103553365,12.9466645197959
-9.3007282831354,-6.56924466815079
-6.4494743739498,-8.34296588961717
-3.11350649923947,0.185766101650898
-16.3735170244341,-5.8440663092801
8.69687865280219,12.9873499860413
10.0817574066879,10.1846369941408
11.9155396907944,5.5638248180991
10.9590546069316,-0.452988039978289
16.4554757275464,6.80169860009671
5.08385074090957,5.09495524360574
-3.6326666666666,-1.0468076881317
-1.69799999999997,-0.123883562210329
12.7258680087329,4.88882853659318
1.16387672277165,2.64341727822505
13.0526634752352,11.8717937747238
21.5033097993943,20.6327360034531
-11.9988134172058,-2.61321927846911
-8.36070599605539,-0.338297320940646
-10.7253753251973,0.526845325033894
-7.66136230377048,4.57991143043118
-16.0456878107686,NA
-25.9489931483185,NA
-11.8738526826819,-3.56557980303817
-5.28672068306743,-4.25937845697429
-4.81680594757218,-0.698692744008
-4.37065505376998,-0.47310378899625
11.035232097356,4.53918178529389
9.17224482365584,1.75837787448949
-0.0738492689352945,-2.95979458640857
2.06354160463371,-1.8479614418068
-4.277892453191,-4.81148633216451
1.1945382370934,-2.13288998194329
-2.68185635042071,6.31599022903568
5.5566264601051,2.39736061053636
-6.66830780870065,-4.59264936321379
-2.201293395809,-0.591692023850491
-6.48287613015937,1.22446163550728
-0.892897499519201,-0.44086528254785
-5.6414062001817,-7.73524566801517
-5.8021785260795,-9.44291621707529
-11.3815722152512,1.80450116508747
-5.48417728118769,-2.21518203856612
-0.328278590254309,5.31436502977408
-1.41814594240933,1.46072007085461
-0.41460437763975,3.53116770794927
-0.0555977538621804,-1.86690534528444
-8.6023351033528,-1.67115964866509
-8.01700816153904,-6.01858093618653
5.77355984803026,5.57015378588676
6.03689151072326,6.06660102984277
-23.6252700424287,NA
-22.2887484706208,NA
6.35280332342778,8.52155721619526
10.3583074550839,7.35479017464598
12.6696356105196,5.09186744981307
-6.29936872196969,-7.52635260704464
5.68163766151509,9.12220908427492
11.5953413413231,12.2589785505044
7.04041295822769,11.5416317972463
3.72799821453435,2.34436739365821
10.2053812034763,4.39533703002462
3.5310356815656,6.0106239607832
-12.9904275078166,-14.4275597841269
-6.4480151055607,-10.1817032586088
-13.1925080624839,-9.90936314626832
-11.7893608948057,-8.45017971881591
-5.03626588227741,-0.109052013277899
-11.6891101675479,-6.21944998644539
2.02255814543977,9.38650936667971
6.4915043962377,2.59967860474578
6.66638508736606,4.63358368641154
8.04199112051965,5.70738090927856
-6.41703649039514,-4.3207193038834
-8.31695151919367,0.695523833920248
0.44310059241549,4.40293048805649
6.00775657097499,6.69561261705823
-0.355076694293269,-1.86317576812878
1.59047961235046,1.89650377732634
0.28864873705072,3.68024799328592
10.9515906468406,7.2324015113774
-8.13863504149813,-7.68171687078294
-9.824256589277,-13.3653269378084
18.1759910990329,15.3578645921942
-4.3913843826342,-2.29099269133445
-11.4378845567866,NA
-11.5931101373106,NA
11.2066025782923,0.627531578904312
6.10532937629054,1.82508840381741
-1.9329719795853,-2.70443437075243
8.9307121330903,2.91684196150808
-6.64362749272626,-12.7769511692797
-9.83571020268367,-9.73849146119965
-1.02387279083558,0.519684557808442
6.17093280532375,6.98277414329178
-14.1262121200562,-16.6405583008492
-16.7888043721517,-16.9899201094853
-2.2512472032674,-2.04524847354416
-3.2975056282909,-5.26782953558953
-2.5135479910838,-6.10050885381623
-5.99001064775078,-4.34824309032471
-4.411958718739,-2.18586746170901
9.76019697067685,6.78073010067146
6.33414344292679,3.61301604617293
4.9440746486941,0.283558512576658
-2.970063041153,-5.87240363344919
5.20471435324193,5.51196662316708
